S000000020	ORF	Verified	Function Unknown Now	YAL022C	FUN26	nucleoside transmembrane transporter FUN26	chrI	108877	110430	-1	High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member
S000000020_C	CDS	""	""	""	""	""	chrI	108877	110430	-1	""
S000000021	ORF	Verified	Protein O-MannosylTransferase	YAL023C	PMT2	FUN25|dolichyl-phosphate-mannose-protein mannosyltransferase PMT2	chrI	106272	108551	-1	Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication
S000000021_C	CDS	""	""	""	""	""	chrI	106272	108551	-1	""
S000000022	ORF	Verified	Low Temperature Essential	YAL024C	LTE1	MSI2|mitotic regulator LTE1	chrI	101565	105872	-1	Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures
S000000022_C	CDS	""	""	""	""	""	chrI	101565	105872	-1	""
S000000023	ORF	Verified	MAintenance of Killer	YAL025C	MAK16	ribosome biosynthesis protein MAK16	chrI	100225	101145	-1	Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus
S000000023_C	CDS	""	""	""	""	""	chrI	100225	101145	-1	""
S000000024	ORF	Verified	Deficiency of Ribosomal Subunits	YAL026C	DRS2	SWA3|FUN38|aminophospholipid-translocating P4-type ATPase DRS2	chrI	95630	99697	-1	Trans-golgi network aminophospholipid translocase (flippase); P4-type ATPase; maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network
S000000024_C	CDS	""	""	""	""	""	chrI	95630	99697	-1	""
S000000025	ORF	Verified	Single-strand Annealing Weakened	YAL027W	SAW1	DNA-binding protein SAW1	chrI	94687	95472	1	5'- and 3'-flap DNA binding protein; required for recruitment of Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; forms a complex with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
S000000025_C	CDS	""	""	""	""	""	chrI	94687	95472	1	""
S000000026	ORF	Verified	Functionally Related to TCP1	YAL028W	FRT2	HPH2	chrI	92900	94486	1	Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication
S000000026_C	CDS	""	""	""	""	""	chrI	92900	94486	1	""
S000000027	ORF	Verified	MYOsin	YAL029C	MYO4	FUN22|SHE1|myosin 4	chrI	87855	92270	-1	Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication
S000000027_C	CDS	""	""	""	""	""	chrI	87855	92270	-1	""
S000000028	ORF	Verified	Suppressor of the Null allele of CAP	YAL030W	SNC1	SNAP receptor SNC1	chrI	87286	87752	1	Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication
S000000028_C	CDS	""	""	""	""	""	chrI	87286	87387	1	""
S000000028_C	CDS	""	""	""	""	""	chrI	87501	87752	1	""
S000000028_C	intron	""	""	""	""	""	chrI	87388	87500	1	""
S000000029	ORF	Verified	Glc7 Interacting Protein	YAL031C	GIP4	FUN21|protein phosphatase regulator GIP4	chrI	84749	87031	-1	Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate
S000000029_C	CDS	""	""	""	""	""	chrI	84749	87031	-1	""
S000000030	ORF	Verified	Pre-mRNA Processing	YAL032C	PRP45	mRNA splicing protein PRP45|FUN20	chrI	83335	84474	-1	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene
S000000030_C	CDS	""	""	""	""	""	chrI	83335	84474	-1	""
S000000031	ORF	Verified	Processing Of Precursor RNAs	YAL033W	POP5	RNA-binding protein POP5|FUN53	chrI	82706	83227	1	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs
S000000031_C	CDS	""	""	""	""	""	chrI	82706	83227	1	""
S000000032	ORF	Verified	Mis TWelve-like	YAL034W-A	MTW1	DSN3|NSL2|MIND complex subunit MTW1	chrI	79718	80587	1	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
S000000032_C	CDS	""	""	""	""	""	chrI	79718	80587	1	""
S000000033	ORF	Verified	Function Unknown Now	YAL035W	FUN12	eIF5B|yIF2|translation initiation factor eIF5B	chrI	76427	79435	1	Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2
S000000033_C	CDS	""	""	""	""	""	chrI	76427	79435	1	""
S000000034	ORF	Verified	RiBosome interacting Gtpase	YAL036C	RBG1	FUN11|GTP-binding protein RBG1	chrI	75043	76152	-1	Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid; localizes to cytosol and peroxisomes
S000000034_C	CDS	""	""	""	""	""	chrI	75043	76152	-1	""
S000000035	ORF	Uncharacterized	""	YAL037W	""	""	chrI	74020	74823	1	Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication
S000000035_C	CDS	""	""	""	""	""	chrI	74020	74823	1	""
S000000036	ORF	Verified	Cell Division Cycle	YAL038W	CDC19	PYK1|pyruvate kinase CDC19	chrI	71786	73288	1	Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication
S000000036_C	CDS	""	""	""	""	""	chrI	71786	73288	1	""
S000000037	ORF	Verified	CYtochrome C	YAL039C	CYC3	CCHL|holocytochrome c synthase CYC3	chrI	68716	69525	-1	Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant
S000000037_C	CDS	""	""	""	""	""	chrI	68716	69525	-1	""
S000000038	ORF	Verified	CycLiN	YAL040C	CLN3	cyclin CLN3|DAF1|FUN10|WHI1	chrI	65778	67520	-1	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1
S000000038_C	CDS	""	""	""	""	""	chrI	65778	67520	-1	""
S000000039	ORF	Verified	Cell Division Cycle	YAL041W	CDC24	CLS4|Rho family guanine nucleotide exchange factor CDC24	chrI	62840	65404	1	Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42
S000000039_C	CDS	""	""	""	""	""	chrI	62840	65404	1	""
S000000040	ORF	Verified	ER Vesicle	YAL042W	ERV46	FUN9	chrI	61316	62563	1	Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport
S000000040_C	CDS	""	""	""	""	""	chrI	61316	62563	1	""
S000000041	ORF	Verified	Pre-Trna Accumulation	YAL043C	PTA1	FUN39|RNA-processing protein PTA1	chrI	58695	61052	-1	Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII
S000000041_C	CDS	""	""	""	""	""	chrI	58695	61052	-1	""
S000000042	ORF	Verified	GlyCine cleaVage	YAL044C	GCV3	glycine decarboxylase subunit H	chrI	57950	58462	-1	H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF
S000000042_C	CDS	""	""	""	""	""	chrI	57950	58462	-1	""
S000000043	ORF	Dubious	""	YAL045C	""	""	chrI	57488	57796	-1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A
S000000043_C	CDS	""	""	""	""	""	chrI	57488	57796	-1	""
S000000044	ORF	Verified	BolA-like protein	YAL046C	BOL3	AIM1	chrI	57029	57385	-1	Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)
S000000044_C	CDS	""	""	""	""	""	chrI	57029	57385	-1	""
S000000045	ORF	Verified	Spindle Pole Component	YAL047C	SPC72	LDB4|gamma-tubulin complex subunit SPC72	chrI	54989	56857	-1	Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase
S000000045_C	CDS	""	""	""	""	""	chrI	54989	56857	-1	""
S000000046	ORF	Verified	GTPase EF-hand protein of Mitochondria	YAL048C	GEM1	GON1|ERMES complex Ca(2+)-binding regulatory GTPase GEM1	chrI	52801	54789	-1	Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases
S000000046_C	CDS	""	""	""	""	""	chrI	52801	54789	-1	""
S000000047	ORF	Verified	Altered Inheritance rate of Mitochondria	YAL049C	AIM2	protein AIM2	chrI	51855	52595	-1	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor
S000000047_C	CDS	""	""	""	""	""	chrI	51855	52595	-1	""
S000000048	ORF	Verified	Oleate-Activated transcription Factor	YAL051W	OAF1	YAF1|oleate-activated transcription factor OAF1	chrI	48564	51707	1	Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication
S000000048_C	CDS	""	""	""	""	""	chrI	48564	51707	1	""
S000000049	ORF	Verified	FLavin Carrier	YAL053W	FLC2	HUF2|flavin adenine dinucleotide transporter FLC2	chrI	45899	48250	1	Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; targeted to vacuole via AP-3 pathway; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication
S000000049_C	CDS	""	""	""	""	""	chrI	45899	48250	1	""
S000000050	ORF	Verified	Acetyl CoA Synthetase	YAL054C	ACS1	FUN44|acetate--CoA ligase 1	chrI	42881	45022	-1	Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions
S000000050_C	CDS	""	""	""	""	""	chrI	42881	45022	-1	""
S000000051	ORF	Verified	PEroXisome related	YAL055W	PEX22	ubiquitin-protein transferase activating protein PEX22|YAF5	chrI	42177	42719	1	Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation
S000000051_C	CDS	""	""	""	""	""	chrI	42177	42719	1	""
S000000052	ORF	Verified	""	YAL056W	GPB2	KRH1	chrI	39259	41901	1	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication
S000000052_C	CDS	""	""	""	""	""	chrI	39259	41901	1	""
S000000054	ORF	Verified	CalNExin and calreticulin homolog	YAL058W	CNE1	FUN48|calnexin	chrI	37464	38972	1	Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast
S000000054_C	CDS	""	""	""	""	""	chrI	37464	38972	1	""
S000000055	ORF	Verified	ExtraCellular Mutant	YAL059W	ECM1	""	chrI	36509	37147	1	Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm
S000000055_C	CDS	""	""	""	""	""	chrI	36509	37147	1	""
S000000056	ORF	Verified	Butanediol DeHydrogenase	YAL060W	BDH1	BDH|(R,R)-butanediol dehydrogenase	chrI	35155	36303	1	NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source
S000000056_C	CDS	""	""	""	""	""	chrI	35155	36303	1	""
S000000057	ORF	Uncharacterized	""	YAL061W	BDH2	putative dehydrogenase BDH2	chrI	33448	34701	1	Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
S000000057_C	CDS	""	""	""	""	""	chrI	33448	34701	1	""
S000000058	ORF	Verified	Glutamate DeHydrogenase	YAL062W	GDH3	FUN51|glutamate dehydrogenase (NADP(+)) GDH3	chrI	31567	32940	1	NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication
S000000058_C	CDS	""	""	""	""	""	chrI	31567	32940	1	""
S000000059	ORF	Verified	FLOcculation	YAL063C	FLO9	flocculin FLO9	chrI	24000	27968	-1	Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation
S000000059_C	CDS	""	""	""	""	""	chrI	24000	27968	-1	""
S000000060	ORF	Verified	""	YAL064W	""	""	chrI	21566	21850	1	Protein of unknown function; may interact with ribosomes, based on co-purification experiments
S000000060_C	CDS	""	""	""	""	""	chrI	21566	21850	1	""
S000000061	ORF	Dubious	""	YAL066W	""	""	chrI	10091	10399	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000000061_C	CDS	""	""	""	""	""	chrI	10091	10399	1	""
S000000062	ORF	Verified	Suppressor of sulfoxyde EthiOnine resistance	YAL067C	SEO1	putative permease SEO1	chrI	7235	9016	-1	Putative permease; member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide
S000000062_C	CDS	""	""	""	""	""	chrI	7235	9016	-1	""
S000000063	ORF	Verified	NUclear Pore	YAR002W	NUP60	FG-nucleoporin NUP60	chrI	152257	153876	1	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153
S000000063_C	CDS	""	""	""	""	""	chrI	152257	153876	1	""
S000000064	ORF	Verified	Set1c, WD40 repeat protein	YAR003W	SWD1	CPS50|SAF49|COMPASS subunit protein SWD1|FUN16	chrI	155005	156285	1	Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7
S000000064_C	CDS	""	""	""	""	""	chrI	155005	156285	1	""
S000000065	ORF	Verified	Replication Factor A	YAR007C	RFA1	BUF2|FUN3|RPA1|replication factor A subunit protein RFA1|RPA70	chrI	156754	158619	-1	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved ssDNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; promotes recruitment, helicase and nuclease activities of Dna2p; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia
S000000065_C	CDS	""	""	""	""	""	chrI	156754	158619	-1	""
S000000066	ORF	Verified	Splicing ENdonuclease	YAR008W	SEN34	FUN4|tRNA splicing endonuclease subunit SEN34	chrI	158966	159793	1	Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease
S000000066_C	CDS	""	""	""	""	""	chrI	158966	159793	1	""
