adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220-1	TRX2	YGR209C	ThioRedoXin
adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220-1	TRX3	YCR083W	ThioRedoXin
adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220-1	YNK1	YKL067W	Yeast Nucleoside diphosphate Kinase
aerobic respiration, electron transport chain	PWY3O-188	COB	Q0105	CytochrOme B
aerobic respiration, electron transport chain	PWY3O-188	COR1	YBL045C	CORe protein of QH2 cytochrome c reductase
aerobic respiration, electron transport chain	PWY3O-188	COX1	Q0045	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX12	YLR038C	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX13	YGL191W	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX2	Q0250	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX3	Q0275	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX4	YGL187C	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX5A	YNL052W	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX6	YHR051W	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX7	YMR256C	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX8	YLR395C	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	COX9	YDL067C	Cytochrome c OXidase
aerobic respiration, electron transport chain	PWY3O-188	CYT1	YOR065W	CYTochrome c1
aerobic respiration, electron transport chain	PWY3O-188	NDI1	YML120C	NADH Dehydrogenase Internal
aerobic respiration, electron transport chain	PWY3O-188	QCR10	YHR001W-A	ubiQuinol-cytochrome C oxidoReductase
aerobic respiration, electron transport chain	PWY3O-188	QCR2	YPR191W	QH2:cytochrome-C oxidoReductase
aerobic respiration, electron transport chain	PWY3O-188	QCR6	YFR033C	ubiQuinol-cytochrome C oxidoReductase
aerobic respiration, electron transport chain	PWY3O-188	QCR7	YDR529C	ubiQuinol-cytochrome C oxidoReductase
aerobic respiration, electron transport chain	PWY3O-188	QCR8	YJL166W	ubiQuinol-cytochrome C oxidoReductase
aerobic respiration, electron transport chain	PWY3O-188	QCR9	YGR183C	ubiQuinol-cytochrome C oxidoReductase
aerobic respiration, electron transport chain	PWY3O-188	RIP1	YEL024W	Rieske Iron-sulfur Protein
aerobic respiration, electron transport chain	PWY3O-188	SDH1	YKL148C	Succinate DeHydrogenase
aerobic respiration, electron transport chain	PWY3O-188	SDH2	YLL041C	Succinate DeHydrogenase
aerobic respiration, electron transport chain	PWY3O-188	SDH3	YKL141W	Succinate DeHydrogenase
aerobic respiration, electron transport chain	PWY3O-188	SDH4	YDR178W	Succinate DeHydrogenase
aerobic respiration, electron transport chain	PWY3O-188	SDH9	YJL045W	Succinate DeHydrogenase
allantoin degradation to glyoxylate I	PWY-5694	DAL1	YIR027C	Degradation of Allantoin
allantoin degradation to glyoxylate I	PWY-5694	DAL2	YIR029W	Degradation of Allantoin
allantoin degradation to glyoxylate I	PWY-5694	DAL3	YIR032C	Degradation of Allantoin
allantoin degradation to ureidoglycolate I (urea producing)	PWY-5697	DAL1	YIR027C	Degradation of Allantoin
allantoin degradation to ureidoglycolate I (urea producing)	PWY-5697	DAL2	YIR029W	Degradation of Allantoin
arginine degradation (aerobic)	ARGDEG-YEAST-PWY	CAR1	YPL111W	Catabolism of ARginine
arginine degradation (aerobic)	ARGDEG-YEAST-PWY	CAR2	YLR438W	Catabolism of ARginine
arginine degradation (aerobic)	ARGDEG-YEAST-PWY	PRO3	YER023W	PROline requiring
arginine degradation (aerobic)	ARGDEG-YEAST-PWY	PUT1	YLR142W	Proline UTilization
arginine degradation (aerobic)	ARGDEG-YEAST-PWY	PUT2	YHR037W	Proline UTilization
asparagine degradation	ASPARAGINE-DEG2-PWY	AAT1	YKL106W	Aspartate AminoTransferase
asparagine degradation	ASPARAGINE-DEG2-PWY	AAT2	YLR027C	Aspartate AminoTransferase
asparagine degradation	ASPARAGINE-DEG2-PWY	ASP1	YDR321W	ASParaginase
asparagine degradation	ASPARAGINE-DEG2-PWY	ASP3-1	YLR155C	ASParaginase
asparagine degradation	ASPARAGINE-DEG2-PWY	ASP3-2	YLR157C	ASParaginase
asparagine degradation	ASPARAGINE-DEG2-PWY	ASP3-3	YLR158C	ASParaginase
asparagine degradation	ASPARAGINE-DEG2-PWY	ASP3-4	YLR160C	ASParaginase
aspartate biosynthesis	ASPBIO-PWY	AAT1	YKL106W	Aspartate AminoTransferase
aspartate biosynthesis	ASPBIO-PWY	AAT2	YLR027C	Aspartate AminoTransferase
aspartate biosynthesis	ASPBIO-PWY	PYC1	YGL062W	PYruvate Carboxylase
aspartate biosynthesis	ASPBIO-PWY	PYC2	YBR218C	PYruvate Carboxylase
assimilatory sulfate reduction I	SO4ASSIM-PWY	MET10	YFR030W	METhionine requiring
assimilatory sulfate reduction I	SO4ASSIM-PWY	MET14	YKL001C	METhionine requiring
assimilatory sulfate reduction I	SO4ASSIM-PWY	MET16	YPR167C	METhionine requiring
assimilatory sulfate reduction I	SO4ASSIM-PWY	MET3	YJR010W	METhionine requiring
assimilatory sulfate reduction I	SO4ASSIM-PWY	MET5	YJR137C	METhionine requiring
assimilatory sulfate reduction I	SO4ASSIM-PWY	TRX1	YLR043C	ThioRedoXin
assimilatory sulfate reduction I	SO4ASSIM-PWY	TRX2	YGR209C	ThioRedoXin
assimilatory sulfate reduction I	SO4ASSIM-PWY	TRX3	YCR083W	ThioRedoXin
biotin biosynthesis	BIOTIN-SYNTHESIS-PWY	BIO2	YGR286C	BIOtin
biotin biosynthesis	BIOTIN-SYNTHESIS-PWY	BIO3	YNR058W	BIOtin
biotin biosynthesis	BIOTIN-SYNTHESIS-PWY	BIO4	YNR057C	BIOtin
butanediol biosynthesis	PWY3O-661	BDH1	YAL060W	Butanediol DeHydrogenase
carnitine shuttle	PWY3O-4	CAT2	YML042W	Carnitine AcetylTransferase
carnitine shuttle	PWY3O-4	YAT1	YAR035W	""
carnitine shuttle	PWY3O-4	YAT2	YER024W	""
CDP-diacylglycerol biosynthesis	PWY3O-103	CDS1	YBR029C	CDP-Diacylglycerol Synthase
chitin biosynthesis	PWY3O-15	CHS1	YNL192W	CHitin Synthase
chitin biosynthesis	PWY3O-15	CHS2	YBR038W	CHitin Synthase
chitin biosynthesis	PWY3O-15	CHS3	YBR023C	CHitin Synthase-related
chitosan biosynthesis	PWY3O-70	CDA1	YLR307W	Chitin DeAcetylase
chitosan biosynthesis	PWY3O-70	CDA2	YLR308W	Chitin DeAcetylase
chorismate biosynthesis	ARO-PWY-1	ARO1	YDR127W	AROmatic amino acid requiring
chorismate biosynthesis	ARO-PWY-1	ARO2	YGL148W	AROmatic amino acid requiring
chorismate biosynthesis	ARO-PWY-1	ARO3	YDR035W	AROmatic amino acid requiring
chorismate biosynthesis	ARO-PWY-1	ARO4	YBR249C	AROmatic amino acid requiring
citrulline biosynthesis	CITRUL-BIO2-PWY	ARG3	YJL088W	ARGinine requiring
citrulline biosynthesis	CITRUL-BIO2-PWY	CPA1	YOR303W	Carbamyl Phosphate synthetase A
citrulline biosynthesis	CITRUL-BIO2-PWY	CPA2	YJR109C	Carbamyl Phosphate synthetase A
dehydro-D-arabinono-1,4-lactone biosynthesis	PWY3O-6-1	ALO1	YML086C	D-Arabinono-1,4-Lactone Oxidase
dehydro-D-arabinono-1,4-lactone biosynthesis	PWY3O-6-1	ARA1	YBR149W	D-ARAbinose dehydrogenase
dehydro-D-arabinono-1,4-lactone biosynthesis	PWY3O-6-1	ARA2	YMR041C	ARAbinose
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE1	YAR015W	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE12	YNL220W	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE13	YLR359W	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE16	YLR028C	ADEnine
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE17	YMR120C	ADEnine
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE2	YOR128C	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE4	YMR300C	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE57	YGL234W	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE6	YGR061C	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADE8	YDR408C	ADEnine requiring
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADK1	YDR226W	ADenylate Kinase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	ADK2	YER170W	ADenylate Kinase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	GUA1	YMR217W	GUanine Auxotroph
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	GUK1	YDR454C	GUanylate Kinase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	IMD2	YHR216W	IMP Dehydrogenase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	IMD3	YLR432W	IMP Dehydrogenase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	IMD4	YML056C	IMP Dehydrogenase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	RNR1	YER070W	RiboNucleotide Reductase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	RNR2	YJL026W	RiboNucleotide Reductase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	RNR3	YIL066C	RiboNucleotide Reductase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	RNR4	YGR180C	RiboNucleotide Reductase
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	TRX1	YLR043C	ThioRedoXin
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	TRX2	YGR209C	ThioRedoXin
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	TRX3	YCR083W	ThioRedoXin
de novo biosynthesis of purine nucleotides	DENOVOPURINE3-PWY	YNK1	YKL067W	Yeast Nucleoside diphosphate Kinase
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	CDC21	YOR074C	Cell Division Cycle
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	CDC8	YJR057W	Cell Division Cycle
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	DUT1	YBR252W	DUTp pyrophosphatase
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	RNR1	YER070W	RiboNucleotide Reductase
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	RNR2	YJL026W	RiboNucleotide Reductase
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	RNR3	YIL066C	RiboNucleotide Reductase
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	RNR4	YGR180C	RiboNucleotide Reductase
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	TRX1	YLR043C	ThioRedoXin
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	TRX2	YGR209C	ThioRedoXin
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	TRX3	YCR083W	ThioRedoXin
de novo biosynthesis of pyrimidine deoxyribonucleotides	YEAST-DE-NOVO-PYRMID-DNT	YNK1	YKL067W	Yeast Nucleoside diphosphate Kinase
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA1	YKL216W	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA10	YMR271C	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA2	YJL130C	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA3	YEL021W	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA4	YLR420W	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA5	YML106W	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA6	YKL024C	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA7	YBL039C	URAcil requiring
de novo biosynthesis of pyrimidine ribonucleotides	PYRIMID-RNTSYN-PWY	URA8	YJR103W	URAcil requiring
diacylglycerol and triacylglycerol biosynthesis	TRIGLSYN-PWY	DPP1	YDR284C	Diacylglycerol Pyrophosphate Phosphatase
diacylglycerol and triacylglycerol biosynthesis	TRIGLSYN-PWY	LPP1	YDR503C	Lipid Phosphate Phosphatase
diphthamide biosynthesis	PWY-6482-1	DPH1	YIL103W	DiPHthamide biosynthesis
diphthamide biosynthesis	PWY-6482-1	DPH2	YKL191W	DiPHthamide
diphthamide biosynthesis	PWY-6482-1	DPH5	YLR172C	DiPHthamide
diphthamide biosynthesis	PWY-6482-1	KTI11	YBL071W-A	Kluveromyces lactis Toxin Insensitive
diphthamide biosynthesis	PWY-6482-1	RRT2	YBR246W	Regulator of rDNA Transcription
dolichyl glucosyl phosphate biosynthesis	PWY3O-1565	ALG5	YPL227C	Asparagine-Linked Glycosylation
dolichyl glucosyl phosphate biosynthesis	PWY3O-1565	PGM1	YKL127W	PhosphoGlucoMutase
dolichyl glucosyl phosphate biosynthesis	PWY3O-1565	PGM2	YMR105C	PhosphoGlucoMutase
dolichyl glucosyl phosphate biosynthesis	PWY3O-1565	UGP1	YKL035W	UDP-glucose pyrophosphorylase
dolichyl glucosyl phosphate biosynthesis	PWY3O-1565	""	YHL012W	""
dolichyl phosphate D-mannose biosynthesis	PWY3O-123	DPM1	YPR183W	Dolichol Phosphate Mannose synthase
dolichyl phosphate D-mannose biosynthesis	PWY3O-123	PMI40	YER003C	PhosphoMannose Isomerase
dolichyl phosphate D-mannose biosynthesis	PWY3O-123	PSA1	YDL055C	""
dolichyl phosphate D-mannose biosynthesis	PWY3O-123	SEC53	YFL045C	SECretory
epoxysqualene biosynthesis	PWY-5670-1	ERG1	YGR175C	ERGosterol biosynthesis
epoxysqualene biosynthesis	PWY-5670-1	ERG9	YHR190W	ERGosterol biosynthesis
ergosterol biosynthesis I	PWY-6075-1	ERG2	YMR202W	ERGosterol biosynthesis
ergosterol biosynthesis I	PWY-6075-1	ERG3	YLR056W	ERGosterol biosynthesis
ergosterol biosynthesis I	PWY-6075-1	ERG4	YGL012W	ERGosterol biosynthesis
ergosterol biosynthesis I	PWY-6075-1	ERG5	YMR015C	ERGosterol biosynthesis
ergosterol biosynthesis I	PWY-6075-1	ERG6	YML008C	ERGosterol biosynthesis
ethanol degradation	PWY3O-4300	ACS1	YAL054C	Acetyl CoA Synthetase
ethanol degradation	PWY3O-4300	ACS2	YLR153C	Acetyl CoA Synthetase
ethanol degradation	PWY3O-4300	ADH2	YMR303C	Alcohol DeHydrogenase
ethanol degradation	PWY3O-4300	ALD2	YMR170C	ALdehyde Dehydrogenase
fatty acid biosynthesis, initial steps	PWY3O-10	ACC1	YNR016C	Acetyl-CoA Carboxylase
fatty acid biosynthesis, initial steps	PWY3O-10	CEM1	YER061C	Condensing Enzyme with Mitochondrial function
fatty acid biosynthesis, initial steps	PWY3O-10	FAS1	YKL182W	Fatty Acid Synthetase
fatty acid biosynthesis, initial steps	PWY3O-10	FAS2	YPL231W	Fatty Acid Synthetase
fatty acid biosynthesis, initial steps	PWY3O-10	HFA1	YMR207C	""
fatty acid biosynthesis, initial steps	PWY3O-10	MCT1	YOR221C	Malonyl-CoA:ACP Transferase
fatty acid biosynthesis, initial steps	PWY3O-10	OAR1	YKL055C	3-Oxoacyl-[Acyl-carrier-protein] Reductase
fatty acid elongation	FASYN-ELONG2-PWY	CEM1	YER061C	Condensing Enzyme with Mitochondrial function
fatty acid elongation	FASYN-ELONG2-PWY	FAS1	YKL182W	Fatty Acid Synthetase
fatty acid elongation	FASYN-ELONG2-PWY	FAS2	YPL231W	Fatty Acid Synthetase
fatty acid elongation	FASYN-ELONG2-PWY	OAR1	YKL055C	3-Oxoacyl-[Acyl-carrier-protein] Reductase
fatty acid oxidation pathway	YEAST-FAO-PWY	DCI1	YOR180C	delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase
fatty acid oxidation pathway	YEAST-FAO-PWY	ECI1	YLR284C	Enoyl-CoA Isomerase
fatty acid oxidation pathway	YEAST-FAO-PWY	FAA1	YOR317W	Fatty Acid Activation
fatty acid oxidation pathway	YEAST-FAO-PWY	FAA2	YER015W	Fatty Acid Activation
fatty acid oxidation pathway	YEAST-FAO-PWY	FAA3	YIL009W	Fatty Acid Activation
fatty acid oxidation pathway	YEAST-FAO-PWY	FAA4	YMR246W	Fatty Acid Activation
fatty acid oxidation pathway	YEAST-FAO-PWY	FAT1	YBR041W	FATty acid transporter
fatty acid oxidation pathway	YEAST-FAO-PWY	FOX2	YKR009C	Fatty acid OXidation
fatty acid oxidation pathway	YEAST-FAO-PWY	POT1	YIL160C	Peroxisomal Oxoacyl Thiolase
fatty acid oxidation pathway	YEAST-FAO-PWY	POX1	YGL205W	""
fatty acids biosynthesis (yeast)	PWY3O-31723	FAS1	YKL182W	Fatty Acid Synthetase
fatty acids biosynthesis (yeast)	PWY3O-31723	FAS2	YPL231W	Fatty Acid Synthetase
folate biosynthesis II	PWY3O-45	ABZ1	YNR033W	para-AminoBenZoic acid (PABA) biosynthesis
folate biosynthesis II	PWY3O-45	ABZ2	YMR289W	para-AminoBenZoic acid (PABA) biosynthesis
folate biosynthesis II	PWY3O-45	DFR1	YOR236W	DihydroFolate Reductase
folate biosynthesis II	PWY3O-45	FOL1	YNL256W	FOLic acid synthesis
folate biosynthesis II	PWY3O-45	FOL2	YGR267C	FOLic acid synthesis
folate biosynthesis II	PWY3O-45	FOL3	YMR113W	FOLic acid synthesis
folate interconversions	PWY3O-697	ADE3	YGR204W	ADEnine requiring
folate interconversions	PWY3O-697	CDC21	YOR074C	Cell Division Cycle
folate interconversions	PWY3O-697	DFR1	YOR236W	DihydroFolate Reductase
folate interconversions	PWY3O-697	GCV1	YDR019C	GlyCine cleaVage
folate interconversions	PWY3O-697	GCV2	YMR189W	GlyCine cleaVage
folate interconversions	PWY3O-697	GCV3	YAL044C	GlyCine cleaVage
folate interconversions	PWY3O-697	LPD1	YFL018C	LiPoamide Dehydrogenase
folate interconversions	PWY3O-697	MET12	YPL023C	METhionine requiring
folate interconversions	PWY3O-697	MET13	YGL125W	METhionine requiring
folate interconversions	PWY3O-697	MIS1	YBR084W	MItochondrial C1-tetrahydrofolate Synthase
folate interconversions	PWY3O-697	MTD1	YKR080W	Methylene Tetrahydrafolate Dehydrogenase
folate interconversions	PWY3O-697	SHM1	YBR263W	Serine HydroxyMethyltransferase
folate interconversions	PWY3O-697	SHM2	YLR058C	Serine HydroxyMethyltransferase
folate polyglutamylation	PWY3O-20	ADE3	YGR204W	ADEnine requiring
folate polyglutamylation	PWY3O-20	DFR1	YOR236W	DihydroFolate Reductase
folate polyglutamylation	PWY3O-20	MET12	YPL023C	METhionine requiring
folate polyglutamylation	PWY3O-20	MET13	YGL125W	METhionine requiring
folate polyglutamylation	PWY3O-20	MET7	YOR241W	METhionine requiring
folate polyglutamylation	PWY3O-20	MIS1	YBR084W	MItochondrial C1-tetrahydrofolate Synthase
folate polyglutamylation	PWY3O-20	SHM1	YBR263W	Serine HydroxyMethyltransferase
folate polyglutamylation	PWY3O-20	SHM2	YLR058C	Serine HydroxyMethyltransferase
folate transformations I	PWY-2201	ADE3	YGR204W	ADEnine requiring
folate transformations I	PWY-2201	FAU1	YER183C	Folinic Acid Utilization
folate transformations I	PWY-2201	GCV1	YDR019C	GlyCine cleaVage
folate transformations I	PWY-2201	GCV2	YMR189W	GlyCine cleaVage
folate transformations I	PWY-2201	GCV3	YAL044C	GlyCine cleaVage
folate transformations I	PWY-2201	LPD1	YFL018C	LiPoamide Dehydrogenase
folate transformations I	PWY-2201	MET12	YPL023C	METhionine requiring
folate transformations I	PWY-2201	MET13	YGL125W	METhionine requiring
folate transformations I	PWY-2201	MIS1	YBR084W	MItochondrial C1-tetrahydrofolate Synthase
folate transformations I	PWY-2201	MTD1	YKR080W	Methylene Tetrahydrafolate Dehydrogenase
folate transformations I	PWY-2201	SHM1	YBR263W	Serine HydroxyMethyltransferase
folate transformations I	PWY-2201	SHM2	YLR058C	Serine HydroxyMethyltransferase
formaldehyde oxidation II (glutathione-dependent)	PWY-1801-1	FDH1	YOR388C	Formate DeHydrogenase
formaldehyde oxidation II (glutathione-dependent)	PWY-1801-1	SFA1	YDL168W	Sensitive to FormAldehyde
formaldehyde oxidation II (glutathione-dependent)	PWY-1801-1	""	YJL068C	""
fructose degradation	PWY3O-0	HXK1	YFR053C	HeXoKinase
fructose degradation	PWY3O-0	HXK2	YGL253W	HeXoKinase
galactose degradation	YEAST-GALACT-METAB-PWY	GAL1	YBR020W	GALactose metabolism
galactose degradation	YEAST-GALACT-METAB-PWY	GAL10	YBR019C	GALactose metabolism
galactose degradation	YEAST-GALACT-METAB-PWY	GAL7	YBR018C	GALactose metabolism
galactose degradation	YEAST-GALACT-METAB-PWY	PGM1	YKL127W	PhosphoGlucoMutase
galactose degradation	YEAST-GALACT-METAB-PWY	PGM2	YMR105C	PhosphoGlucoMutase
gluconeogenesis I	GLUCONEO-PWY-1	ENO1	YGR254W	ENOlase
gluconeogenesis I	GLUCONEO-PWY-1	ENO2	YHR174W	ENOlase
gluconeogenesis I	GLUCONEO-PWY-1	FBA1	YKL060C	Fructose-1,6-Bisphosphate Aldolase
gluconeogenesis I	GLUCONEO-PWY-1	FBP1	YLR377C	Fructose-1,6-BisPhosphatase
gluconeogenesis I	GLUCONEO-PWY-1	GPM1	YKL152C	Glycerate PhosphoMutase
gluconeogenesis I	GLUCONEO-PWY-1	MAE1	YKL029C	MAlic Enzyme
gluconeogenesis I	GLUCONEO-PWY-1	MDH2	YOL126C	Malate DeHydrogenase
gluconeogenesis I	GLUCONEO-PWY-1	PCK1	YKR097W	Phosphoenolpyruvate CarboxyKinase
gluconeogenesis I	GLUCONEO-PWY-1	PGI1	YBR196C	PhosphoGlucoIsomerase
gluconeogenesis I	GLUCONEO-PWY-1	PGK1	YCR012W	3-PhosphoGlycerate Kinase
gluconeogenesis I	GLUCONEO-PWY-1	PYC1	YGL062W	PYruvate Carboxylase
gluconeogenesis I	GLUCONEO-PWY-1	PYC2	YBR218C	PYruvate Carboxylase
gluconeogenesis I	GLUCONEO-PWY-1	TDH1	YJL052W	Triose-phosphate DeHydrogenase
gluconeogenesis I	GLUCONEO-PWY-1	TDH2	YJR009C	Triose-phosphate DeHydrogenase
gluconeogenesis I	GLUCONEO-PWY-1	TDH3	YGR192C	Triose-phosphate DeHydrogenase
glucose-6-phosphate biosynthesis	PWY3O-3827	GLK1	YCL040W	GLucoKinase
glucose-6-phosphate biosynthesis	PWY3O-3827	HXK1	YFR053C	HeXoKinase
glucose-6-phosphate biosynthesis	PWY3O-3827	HXK2	YGL253W	HeXoKinase
glutaryl-CoA degradation	PWY-5177	ERG10	YPL028W	ERGosterol biosynthesis
glutaryl-CoA degradation	PWY-5177	FOX2	YKR009C	Fatty acid OXidation
glutaryl-CoA degradation	PWY-5177	PHS1	YJL097W	PTPLA Homolog involved in Sphingolipid biosynthesis 1
glutathione biosynthesis	GLUTATHIONESYN-PWY	GSH1	YJL101C	glutathione (GSH)
glutathione biosynthesis	GLUTATHIONESYN-PWY	GSH2	YOL049W	Glutathione
glutathione degradation	PWYQT-4432	DUG1	YFR044C	Deficient in Utilization of Glutathione
glutathione degradation	PWYQT-4432	ECM38	YLR299W	ExtraCellular Mutant
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GLR1	YPL091W	GLutathione Reductase
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GPX1	YKL026C	Glutathione PeroXidase
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GPX2	YBR244W	Glutathione PeroXidase
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GRX1	YCL035C	GlutaRedoXin
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GRX2	YDR513W	GlutaRedoXin
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GRX3	YDR098C	GlutaRedoXin
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GRX4	YER174C	GlutaRedoXin
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GRX5	YPL059W	GlutaRedoXin
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GTT1	YIR038C	GlutaThione Transferase
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	GTT2	YLL060C	GlutaThione Transferase
glutathione-glutaredoxin redox reactions	GLUT-REDOX2-PWY	HYR1	YIR037W	HYdroperoxide Resistance
glutathione-glutaredoxin system	PWY3O-592	GLR1	YPL091W	GLutathione Reductase
