YHR047C	AAP1	PR00756	Membrane alanyl dipeptidase (M1) family signature	184	199	PRINTS	2140101
YHR047C	AAP1	PR00756	Membrane alanyl dipeptidase (M1) family signature	261	271	PRINTS	2140102
YHR047C	AAP1	PR00756	Membrane alanyl dipeptidase (M1) family signature	297	312	PRINTS	2140103
YHR047C	AAP1	PR00756	Membrane alanyl dipeptidase (M1) family signature	316	328	PRINTS	2140104
YHR047C	AAP1	PTHR11533	PROTEASE M1 ZINC METALLOPROTEASE	4	850	PANTHER	2115036
YHR047C	AAP1	PTHR11533:SF174	PUROMYCIN-SENSITIVE AMINOPEPTIDASE-RELATED	4	850	PANTHER	2115034
YHR047C	AAP1	SSF55486	Metalloproteases ("zincins"), catalytic domain	210	456	SUPERFAMILY	2140105
YHR047C	AAP1	SSF63737	Leukotriene A4 hydrolase N-terminal domain	5	201	SUPERFAMILY	2140106
YBL074C	AAR2	G3DSA:1.25.40.550	AAR2, C-terminal domain superfamily	157	355	GENE3D	2123299
YBL074C	AAR2	G3DSA:2.60.34.20	AAR2, N-terminal domain superfamily	1	143	GENE3D	2110344
YBL074C	AAR2	PF05282	AAR2 protein	6	303	Pfam	2110343
YBL074C	AAR2	PTHR12689	A1 CISTRON SPLICING FACTOR AAR2-RELATED	3	347	PANTHER	2137017
YKL106W	AAT1	G3DSA:3.40.640.10	Pyridoxal phosphate-dependent transferase, major domain	81	353	GENE3D	2126267
YKL106W	AAT1	G3DSA:3.90.1150.10	Aspartate Aminotransferase, domain 1	23	441	GENE3D	2126266
YKL106W	AAT1	PF00155	Aminotransferase class I and II	45	441	Pfam	2148872
YKL106W	AAT1	PR00799	Aspartate aminotransferase signature	208	227	PRINTS	2148873
YKL106W	AAT1	PR00799	Aspartate aminotransferase signature	239	251	PRINTS	2148874
YKL106W	AAT1	PR00799	Aspartate aminotransferase signature	326	351	PRINTS	2148875
YKL106W	AAT1	PR00799	Aspartate aminotransferase signature	390	408	PRINTS	2148876
YKL106W	AAT1	PS00105	Aminotransferases class-I pyridoxal-phosphate attachment site.	283	296	PROSITE	2148877
YKL106W	AAT1	PTHR11879	ASPARTATE AMINOTRANSFERASE	12	445	PANTHER	2118028
YKL106W	AAT1	PTHR11879:SF22	ASPARTATE AMINOTRANSFERASE, MITOCHONDRIAL	12	445	PANTHER	2118027
YKL106W	AAT1	SSF53383	PLP-dependent transferases	17	444	SUPERFAMILY	2148878
YLR027C	AAT2	G3DSA:3.40.640.10	Pyridoxal phosphate-dependent transferase, major domain	49	328	GENE3D	2117185
YLR027C	AAT2	G3DSA:3.90.1150.10	Aspartate Aminotransferase, domain 1	15	407	GENE3D	2126431
YLR027C	AAT2	PF00155	Aminotransferase class I and II	31	405	Pfam	2134878
YLR027C	AAT2	PR00799	Aspartate aminotransferase signature	180	199	PRINTS	2134879
YLR027C	AAT2	PR00799	Aspartate aminotransferase signature	211	223	PRINTS	2134880
YLR027C	AAT2	PR00799	Aspartate aminotransferase signature	286	311	PRINTS	2134881
YLR027C	AAT2	PR00799	Aspartate aminotransferase signature	354	372	PRINTS	2134882
YLR027C	AAT2	PS00105	Aminotransferases class-I pyridoxal-phosphate attachment site.	252	265	PROSITE	2134883
YLR027C	AAT2	PTHR11879	ASPARTATE AMINOTRANSFERASE	3	409	PANTHER	2117187
YLR027C	AAT2	PTHR11879:SF55	GLUTAMATE OXALOACETATE TRANSAMINASE 1, ISOFORM B	3	409	PANTHER	2117186
YLR027C	AAT2	SSF53383	PLP-dependent transferases	3	410	SUPERFAMILY	2134884
YBR236C	ABD1	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	139	424	GENE3D	2123158
YBR236C	ABD1	PF03291	mRNA capping enzyme	110	424	Pfam	2137954
YBR236C	ABD1	PIRSF028762	ABD1	1	426	PIRSF	2137955
YBR236C	ABD1	PS51562	mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56) domain profile.	101	430	PROSITE	2137956
YBR236C	ABD1	PTHR12189	MRNA  GUANINE-7- METHYLTRANSFERASE	91	424	PANTHER	2110804
YBR236C	ABD1	PTHR12189:SF2	MRNA CAP GUANINE-N7 METHYLTRANSFERASE	91	424	PANTHER	2110803
YBR236C	ABD1	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	149	423	SUPERFAMILY	2137957
YKL112W	ABF1	PF04684	BAF1 / ABF1 chromatin reorganising factor	7	731	Pfam	2117690
YMR072W	ABF2	G3DSA:1.10.30.10	High mobility group box domain	37	114	GENE3D	2119586
YMR072W	ABF2	G3DSA:1.10.30.10	High mobility group box domain	115	182	GENE3D	2126913
YMR072W	ABF2	PF00505	HMG (high mobility group) box	43	110	Pfam	2149024
YMR072W	ABF2	PF00505	HMG (high mobility group) box	116	181	Pfam	2149025
YMR072W	ABF2	PS50118	HMG boxes A and B DNA-binding domains profile.	43	111	PROSITE	2149026
YMR072W	ABF2	PS50118	HMG boxes A and B DNA-binding domains profile.	116	183	PROSITE	2149027
YMR072W	ABF2	PTHR48112	HIGH MOBILITY GROUP PROTEIN DSP1	1	181	PANTHER	2119588
YMR072W	ABF2	PTHR48112:SF17	ARS-BINDING FACTOR 2, MITOCHONDRIAL-RELATED	1	181	PANTHER	2119587
YMR072W	ABF2	SM00398	hmgende2	42	112	SMART	2149028
YMR072W	ABF2	SM00398	hmgende2	115	183	SMART	2149029
YMR072W	ABF2	SSF47095	HMG-box	42	115	SUPERFAMILY	2149030
YMR072W	ABF2	SSF47095	HMG-box	115	181	SUPERFAMILY	2149031
YCR088W	ABP1	G3DSA:2.30.30.40	SH3 Domains	535	592	GENE3D	2111271
YCR088W	ABP1	G3DSA:3.40.20.10	Severin	1	141	GENE3D	2111268
YCR088W	ABP1	PF00018	SH3 domain	539	585	Pfam	2133285
YCR088W	ABP1	PF00241	Cofilin/tropomyosin-type actin-binding protein	23	133	Pfam	2111269
YCR088W	ABP1	PR00452	SH3 domain signature	535	545	PRINTS	2133286
YCR088W	ABP1	PR00452	SH3 domain signature	549	564	PRINTS	2133287
YCR088W	ABP1	PR00452	SH3 domain signature	566	575	PRINTS	2133288
YCR088W	ABP1	PR00452	SH3 domain signature	579	591	PRINTS	2133289
YCR088W	ABP1	PR00499	Neutrophil cytosol factor 2 signature	395	412	PRINTS	2133290
YCR088W	ABP1	PR00499	Neutrophil cytosol factor 2 signature	537	557	PRINTS	2133291
YCR088W	ABP1	PR00499	Neutrophil cytosol factor 2 signature	557	573	PRINTS	2133292
YCR088W	ABP1	PS50002	Src homology 3 (SH3) domain profile.	532	592	PROSITE	2133293
YCR088W	ABP1	PS51263	ADF-H domain profile.	7	136	PROSITE	2133294
YCR088W	ABP1	PTHR10829	CORTACTIN AND DREBRIN	6	590	PANTHER	2111272
YCR088W	ABP1	PTHR10829:SF25	DREBRIN-LIKE PROTEIN	6	590	PANTHER	2111270
YCR088W	ABP1	SM00102	adf_2	10	136	SMART	2133295
YCR088W	ABP1	SM00326	SH3_2	535	592	SMART	2133296
YCR088W	ABP1	SSF50044	SH3-domain	514	589	SUPERFAMILY	2133297
YCR088W	ABP1	SSF55753	Actin depolymerizing proteins	6	141	SUPERFAMILY	2133298
YOR239W	ABP140	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	364	623	GENE3D	2128241
YOR239W	ABP140	PF08242	Methyltransferase domain	439	543	Pfam	2152174
YOR239W	ABP140	PTHR22809	METHYLTRANSFERASE-RELATED	244	627	PANTHER	2121557
YOR239W	ABP140	PTHR22809:SF11	METHYLTRANSFERASE-LIKE PROTEIN	244	627	PANTHER	2121558
YOR239W	ABP140	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	392	624	SUPERFAMILY	2152175
YNR033W	ABZ1	G3DSA:3.40.50.880	Class I glutamine amidotransferase-like	15	226	GENE3D	2120554
YNR033W	ABZ1	G3DSA:3.60.120.10	Anthranilate synthase	259	787	GENE3D	2127573
YNR033W	ABZ1	PF00117	Glutamine amidotransferase class-I	19	224	Pfam	2140021
YNR033W	ABZ1	PF00425	chorismate binding enzyme	500	778	Pfam	2140022
YNR033W	ABZ1	PF04715	Anthranilate synthase component I, N terminal region	298	450	Pfam	2127574
YNR033W	ABZ1	PR00096	Glutamine amidotransferase superfamily signature	73	82	PRINTS	2140023
YNR033W	ABZ1	PR00096	Glutamine amidotransferase superfamily signature	107	118	PRINTS	2140024
YNR033W	ABZ1	PR00096	Glutamine amidotransferase superfamily signature	203	216	PRINTS	2140025
YNR033W	ABZ1	PR00097	Anthranilate synthase component II signature	17	31	PRINTS	2140026
YNR033W	ABZ1	PR00097	Anthranilate synthase component II signature	156	168	PRINTS	2140027
YNR033W	ABZ1	PR00097	Anthranilate synthase component II signature	203	216	PRINTS	2140028
YNR033W	ABZ1	PS51273	Glutamine amidotransferase type 1 domain profile.	16	233	PROSITE	2140029
YNR033W	ABZ1	PTHR11236	AMINOBENZOATE/ANTHRANILATE SYNTHASE	16	786	PANTHER	2120552
YNR033W	ABZ1	PTHR11236:SF18	AMINODEOXYCHORISMATE SYNTHASE	16	786	PANTHER	2120553
YNR033W	ABZ1	SSF52317	Class I glutamine amidotransferase-like	16	226	SUPERFAMILY	2140030
YNR033W	ABZ1	SSF56322	ADC synthase	277	786	SUPERFAMILY	2140031
YNR033W	ABZ1	TIGR00566	trpG_papA: glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase	16	225	TIGRFAM	2140032
YNR033W	ABZ1	TIGR01823	PabB-fungal: aminodeoxychorismate synthase	10	787	TIGRFAM	2140033
YMR289W	ABZ2	G3DSA:3.20.10.10	Branched-chain-amino-acid aminotransferase-like, C-terminal	222	374	GENE3D	2149528
YMR289W	ABZ2	PF01063	Amino-transferase class IV	112	367	Pfam	2149529
YMR289W	ABZ2	SSF56752	D-aminoacid aminotransferase-like PLP-dependent enzymes	117	366	SUPERFAMILY	2149530
YER045C	ACA1	G3DSA:1.20.5.170	-	383	447	GENE3D	2124495
YER045C	ACA1	PF00170	bZIP transcription factor	383	443	Pfam	2143265
YER045C	ACA1	PS00036	Basic-leucine zipper (bZIP) domain signature.	389	404	PROSITE	2143266
YER045C	ACA1	PS50217	Basic-leucine zipper (bZIP) domain profile.	386	447	PROSITE	2143267
YER045C	ACA1	PTHR19304	CYCLIC-AMP RESPONSE ELEMENT BINDING PROTEIN	1	489	PANTHER	2143268
YER045C	ACA1	PTHR19304:SF40	ATF/CREB ACTIVATOR 1	1	489	PANTHER	2112771
YER045C	ACA1	SM00338	brlzneu	382	446	SMART	2143269
YER045C	ACA1	SSF57959	Leucine zipper domain	386	442	SUPERFAMILY	2143270
YGR037C	ACB1	G3DSA:1.20.80.10	FERM/acyl-CoA-binding protein superfamily	1	87	GENE3D	2125077
YGR037C	ACB1	PF00887	Acyl CoA binding protein	4	78	Pfam	2125078
YGR037C	ACB1	PR00689	Acyl-coA-binding protein signature	3	18	PRINTS	2136740
YGR037C	ACB1	PR00689	Acyl-coA-binding protein signature	20	38	PRINTS	2136741
YGR037C	ACB1	PR00689	Acyl-coA-binding protein signature	43	58	PRINTS	2136742
YGR037C	ACB1	PR00689	Acyl-coA-binding protein signature	64	81	PRINTS	2136743
YGR037C	ACB1	PS00880	Acyl-CoA-binding (ACB) domain signature.	20	38	PROSITE	2136744
YGR037C	ACB1	PS51228	Acyl-CoA-binding (ACB) domain profile.	2	87	PROSITE	2136745
YGR037C	ACB1	PTHR23310	ACYL-COA-BINDING PROTEIN, ACBP	5	84	PANTHER	2115568
YGR037C	ACB1	PTHR23310:SF62	ACYL-COA-BINDING PROTEIN HOMOLOG-RELATED	5	84	PANTHER	2115567
YGR037C	ACB1	SSF47027	Acyl-CoA binding protein	3	85	SUPERFAMILY	2136746
YNR016C	ACC1	G3DSA:2.40.460.10	Biotin dependent carboxylase carboxyltransferase	1630	1698	GENE3D	2127305
YNR016C	ACC1	G3DSA:2.40.50.100	-	698	769	GENE3D	2148777
YNR016C	ACC1	G3DSA:3.30.1490.20	ATP-grasp fold, subdomain 1	231	293	GENE3D	2148778
YNR016C	ACC1	G3DSA:3.30.470.20	-	294	549	GENE3D	2127303
YNR016C	ACC1	G3DSA:3.40.50.20	-	21	185	GENE3D	2127304
YNR016C	ACC1	G3DSA:3.90.1770.10	-	186	230	GENE3D	2120633
YNR016C	ACC1	G3DSA:3.90.226.10	-	1486	1811	GENE3D	2127306
YNR016C	ACC1	G3DSA:3.90.226.10	-	1815	2209	GENE3D	2120630
YNR016C	ACC1	PF00289	Biotin carboxylase, N-terminal domain	59	180	Pfam	2148779
YNR016C	ACC1	PF00364	Biotin-requiring enzyme	702	767	Pfam	2148780
YNR016C	ACC1	PF01039	Carboxyl transferase domain	1574	2130	Pfam	2148781
YNR016C	ACC1	PF02785	Biotin carboxylase C-terminal domain	457	563	Pfam	2148782
YNR016C	ACC1	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	233	413	Pfam	2148783
YNR016C	ACC1	PF08326	Acetyl-CoA carboxylase, central region	768	1479	Pfam	2148784
YNR016C	ACC1	PS00188	Biotin-requiring enzymes attachment site.	725	742	PROSITE	2148785
YNR016C	ACC1	PS00866	Carbamoyl-phosphate synthase subdomain signature 1.	247	261	PROSITE	2148786
YNR016C	ACC1	PS00867	Carbamoyl-phosphate synthase subdomain signature 2.	377	384	PROSITE	2148787
YNR016C	ACC1	PS50968	Biotinyl/lipoyl domain profile.	694	768	PROSITE	2148788
YNR016C	ACC1	PS50975	ATP-grasp fold profile.	216	408	PROSITE	2148789
YNR016C	ACC1	PS50979	Biotin carboxylation domain profile.	58	567	PROSITE	2148790
YNR016C	ACC1	PS50980	Acetyl-coenzyme A (CoA) carboxyltransferase N-terminal domain profile.	1486	1822	PROSITE	2148791
YNR016C	ACC1	PS50989	Acetyl-coenzyme A (CoA) carboxyltransferase C-terminal domain profile.	1826	2141	PROSITE	2148792
YNR016C	ACC1	PTHR45728	ACETYL-COA CARBOXYLASE, ISOFORM A	42	2233	PANTHER	2120632
YNR016C	ACC1	PTHR45728:SF3	ACETYL-COA CARBOXYLASE, ISOFORM A	42	2233	PANTHER	2120631
YNR016C	ACC1	SM00878	Biotin_carb_C_2	456	563	SMART	2148793
YNR016C	ACC1	SSF51230	Single hybrid motif	693	766	SUPERFAMILY	2148794
YNR016C	ACC1	SSF51246	Rudiment single hybrid motif	450	567	SUPERFAMILY	2148795
YNR016C	ACC1	SSF52096	ClpP/crotonase	1489	1814	SUPERFAMILY	2148796
YNR016C	ACC1	SSF52096	ClpP/crotonase	1815	2201	SUPERFAMILY	2148797
YNR016C	ACC1	SSF52440	PreATP-grasp domain	16	183	SUPERFAMILY	2148798
YNR016C	ACC1	SSF56059	Glutathione synthetase ATP-binding domain-like	184	444	SUPERFAMILY	2148799
YLR131C	ACE2	G3DSA:3.30.160.60	Classic Zinc Finger	585	630	GENE3D	2126435
YLR131C	ACE2	G3DSA:3.30.160.60	Classic Zinc Finger	631	661	GENE3D	2126436
YLR131C	ACE2	PF00096	Zinc finger, C2H2 type	603	627	Pfam	2134215
YLR131C	ACE2	PF00096	Zinc finger, C2H2 type	633	657	Pfam	2134216
YLR131C	ACE2	PS00028	Zinc finger C2H2 type domain signature.	605	627	PROSITE	2134217
YLR131C	ACE2	PS00028	Zinc finger C2H2 type domain signature.	635	657	PROSITE	2134218
YLR131C	ACE2	PS50157	Zinc finger C2H2 type domain profile.	603	632	PROSITE	2134219
YLR131C	ACE2	PS50157	Zinc finger C2H2 type domain profile.	633	662	PROSITE	2134220
YLR131C	ACE2	PTHR19818	ZINC FINGER PROTEIN ZIC AND GLI	6	753	PANTHER	2118425
YLR131C	ACE2	PTHR19818:SF139	METALLOTHIONEIN EXPRESSION ACTIVATOR-RELATED	6	753	PANTHER	2118426
YLR131C	ACE2	SM00355	c2h2final6	603	627	SMART	2134221
YLR131C	ACE2	SM00355	c2h2final6	633	657	SMART	2134222
YLR131C	ACE2	SSF57667	beta-beta-alpha zinc fingers	598	628	SUPERFAMILY	2134223
YLR131C	ACE2	SSF57667	beta-beta-alpha zinc fingers	619	660	SUPERFAMILY	2134224
YLR144C	ACF2	G3DSA:1.10.287.1170	-	421	487	GENE3D	2126511
YLR144C	ACF2	G3DSA:1.20.5.420	Immunoglobulin FC, subunit C	730	778	GENE3D	2126512
YLR144C	ACF2	G3DSA:2.70.98.30	-	103	313	GENE3D	2126510
YLR144C	ACF2	PF03639	Glycosyl hydrolase family 81 N-terminal domain	96	410	Pfam	2118585
YLR144C	ACF2	PF17652	Glycosyl hydrolase family 81 C-terminal domain	420	772	Pfam	2118587
YLR144C	ACF2	PTHR31983	ENDO-1,3(4)-BETA-GLUCANASE 1	3	779	PANTHER	2118588
YLR144C	ACF2	PTHR31983:SF14	ENDO-1,3(4)-BETA-GLUCANASE 2	3	779	PANTHER	2118586
YBL015W	ACH1	G3DSA:3.30.750.70	-	240	331	GENE3D	2123107
YBL015W	ACH1	G3DSA:3.40.1080.10	-	11	197	GENE3D	2123108
YBL015W	ACH1	G3DSA:3.40.1080.20	Acetyl-CoA hydrolase/transferase, C-terminal domain superfamily	352	498	GENE3D	2123106
YBL015W	ACH1	PF02550	Acetyl-CoA hydrolase/transferase N-terminal domain	12	230	Pfam	2136838
YBL015W	ACH1	PF13336	Acetyl-CoA hydrolase/transferase C-terminal domain	331	481	Pfam	2136839
YBL015W	ACH1	PTHR43609	ACETYL-COA HYDROLASE	3	522	PANTHER	2136840
YBL015W	ACH1	SSF100950	NagB/RpiA/CoA transferase-like	8	237	SUPERFAMILY	2136841
YBL015W	ACH1	SSF100950	NagB/RpiA/CoA transferase-like	239	518	SUPERFAMILY	2136842
YDL203C	ACK1	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	259	384	GENE3D	2123579
YDL203C	ACK1	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	385	460	GENE3D	2123580
YDL203C	ACK1	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	463	623	GENE3D	2123581
YDL203C	ACK1	PF08238	Sel1 repeat	319	361	Pfam	2151779
YDL203C	ACK1	PF08238	Sel1 repeat	362	399	Pfam	2151780
YDL203C	ACK1	PF08238	Sel1 repeat	408	444	Pfam	2151781
YDL203C	ACK1	PF08238	Sel1 repeat	450	487	Pfam	2123577
YDL203C	ACK1	PF08238	Sel1 repeat	496	528	Pfam	2123578
YDL203C	ACK1	PF08238	Sel1 repeat	536	569	Pfam	2151782
YDL203C	ACK1	PF08238	Sel1 repeat	580	610	Pfam	2151783
YDL203C	ACK1	PTHR46430	PROTEIN SKT5-RELATED	97	619	PANTHER	2111618
YDL203C	ACK1	PTHR46430:SF3	CHITIN SYNTHASE REGULATORY FACTOR 3	97	619	PANTHER	2111619
YDL203C	ACK1	SM00671	sel1	318	361	SMART	2151784
YDL203C	ACK1	SM00671	sel1	362	406	SMART	2151785
YDL203C	ACK1	SM00671	sel1	408	444	SMART	2151786
YDL203C	ACK1	SM00671	sel1	446	493	SMART	2151787
YDL203C	ACK1	SM00671	sel1	495	531	SMART	2151788
YDL203C	ACK1	SM00671	sel1	535	572	SMART	2151789
YDL203C	ACK1	SM00671	sel1	576	611	SMART	2151790
YDL203C	ACK1	SSF81901	HCP-like	305	374	SUPERFAMILY	2151791
YDL203C	ACK1	SSF81901	HCP-like	389	613	SUPERFAMILY	2151792
YDR161W	ACL4	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	1	76	GENE3D	2124119
YDR161W	ACL4	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	135	327	GENE3D	2124120
